user_id,variant,arpu,day,time_on_site
8041,treatment,243.19,5,218.5
8042,treatment,171.85,6,160.8
8043,treatment,43.41,7,117.5
8044,treatment,189.63,8,190.2
8045,treatment,109.88,9,78.0
8046,treatment,284.17,10,191.1
8047,treatment,0,11,112.6
8048,treatment,65.61,12,111.6
8049,treatment,153.99,13,153.0
8050,treatment,0,14,142.9
8051,treatment,86.52,1,227.8
8052,treatment,116.35,2,98.4
8053,treatment,60.32,3,177.6
8054,treatment,123.9,4,202.1
8055,treatment,244.8,5,204.2
8056,treatment,26.43,6,99.0
8057,treatment,102.19,7,161.6
8058,treatment,230.03,8,183.9
8059,treatment,107.09,9,251.6
8060,treatment,149.63,10,62.8
8061,treatment,204.2,11,249.1
8062,treatment,51.31,12,167.9
8063,treatment,182.46,13,213.0
8064,treatment,140.14,14,273.6
8065,treatment,276.37,1,210.3
8066,treatment,216.92,2,237.0
8067,treatment,118.92,3,142.0
8068,treatment,2.44,4,150.4
8069,treatment,128.62,5,178.4
8070,treatment,0,6,210.9
8071,treatment,214.42,7,212.6
8072,treatment,195.88,8,248.2
8073,treatment,236.67,9,181.6
8074,treatment,235.59,10,180.0
8075,treatment,72.92,11,114.2
8076,treatment,67.83,12,145.3
8077,treatment,69.13,13,255.0
8078,treatment,108.46,14,182.2
8079,treatment,69.18,1,168.1
8080,treatment,0,2,218.5
8081,treatment,130.94,3,172.3
8082,treatment,4.49,4,183.6
8083,treatment,79.49,5,71.0
8084,treatment,0,6,152.7
8085,treatment,173.56,7,130.4
8086,treatment,53.29,8,228.4
8087,treatment,187.09,9,127.4
8088,treatment,77.87,10,224.2
8089,treatment,87.96,11,197.9
8090,treatment,149.92,12,172.6
8091,treatment,189.18,13,191.9
8092,treatment,121.89,14,185.4
8093,treatment,125.95,1,258.9
8094,treatment,141.22,2,282.0
8095,treatment,139.24,3,144.3
8096,treatment,19.98,4,132.4
8097,treatment,212.82,5,180.5
8098,treatment,368.71,6,227.2
8099,treatment,137.03,7,273.5
8100,treatment,261.49,8,75.6
8101,treatment,111.47,9,164.2
8102,treatment,91.66,10,173.9
8103,treatment,149.08,11,86.8
8104,treatment,57.9,12,127.6
8105,treatment,316.89,13,155.7
8106,treatment,95.81,14,98.3
8107,treatment,83.96,1,229.7
8108,treatment,66.25,2,171.1
8109,treatment,34.84,3,135.1
8110,treatment,92.3,4,92.9
8111,treatment,27.39,5,126.0
8112,treatment,55.47,6,185.7
8113,treatment,108.61,7,271.1
8114,treatment,96.9,8,119.3
8115,treatment,102.23,9,76.1
8116,treatment,110.85,10,77.4
8117,treatment,153.94,11,57.3
8118,treatment,201.71,12,117.3
8119,treatment,98.94,13,42.0
8120,treatment,167.12,14,179.3
8121,treatment,175.54,1,328.0
8122,treatment,113.27,2,236.2
8123,treatment,179.34,3,146.9
8124,treatment,72.44,4,187.8
8125,treatment,0,5,358.4
8126,treatment,57.6,6,226.0
8127,treatment,34.32,7,14.2
8128,treatment,131.77,8,253.3
8129,treatment,19.34,9,130.3
8130,treatment,61.38,10,130.1
8131,treatment,0,11,185.8
8132,treatment,217.39,12,179.7
8133,treatment,0,13,160.1
8134,treatment,134.65,14,85.4
8135,treatment,338.45,1,228.7
8136,treatment,144.87,2,271.9
8137,treatment,29.77,3,156.0
8138,treatment,24.57,4,197.9
8139,treatment,73.42,5,240.8
8140,treatment,191.68,6,242.8
8141,treatment,150.6,7,148.0
8142,treatment,70.24,8,207.4
8143,treatment,86.19,9,181.5
8144,treatment,42.67,10,242.6
8145,treatment,49.88,11,218.6
8146,treatment,0,12,189.1
8147,treatment,187.63,13,227.0
8148,treatment,5.85,14,249.4
8149,treatment,86.25,1,137.0
8150,treatment,153.51,2,152.8
8151,treatment,100.38,3,185.7
8152,treatment,20.77,4,180.1
8153,treatment,80.9,5,139.2
8154,treatment,0,6,245.3
8155,treatment,119.28,7,170.2
8156,treatment,162.27,8,200.6
8157,treatment,257.96,9,207.0
8158,treatment,62.61,10,128.3
8159,treatment,118.85,11,141.2
8160,treatment,113.74,12,210.5
8161,treatment,206.86,13,232.8
8162,treatment,92.92,14,158.9
8163,treatment,144.95,1,32.9
8164,treatment,129.77,2,297.2
8165,treatment,193.74,3,173.1
8166,treatment,162.76,4,251.4
8167,treatment,81.56,5,109.4
8168,treatment,64.91,6,203.8
8169,treatment,71.97,7,105.6
8170,treatment,101.37,8,192.8
8171,treatment,127.38,9,251.6
8172,treatment,43.39,10,218.1
8173,treatment,43.59,11,163.4
8174,treatment,184.38,12,270.1
8175,treatment,66.6,13,157.7
8176,treatment,146.44,14,266.7
8177,treatment,169.1,1,180.2
8178,treatment,0,2,220.4
8179,treatment,194.39,3,230.0
8180,treatment,65.84,4,186.1
8181,treatment,150.95,5,231.1
8182,treatment,44.18,6,138.9
8183,treatment,70.02,7,104.3
8184,treatment,327.39,8,154.7
8185,treatment,152.64,9,177.6
8186,treatment,130.3,10,163.1
8187,treatment,240.27,11,202.4
8188,treatment,115.46,12,103.5
8189,treatment,153.72,13,138.0
8190,treatment,99.26,14,131.2
8191,treatment,87.18,1,194.4
8192,treatment,150.15,2,248.5
8193,treatment,7.22,3,151.7
8194,treatment,116.22,4,144.1
8195,treatment,224.47,5,202.0
8196,treatment,144.89,6,194.1
8197,treatment,218.61,7,208.0
8198,treatment,97.7,8,197.0
8199,treatment,90.3,9,283.1
8200,treatment,172.39,10,232.6
8201,treatment,31.16,11,145.1
8202,treatment,80.03,12,297.6
8203,treatment,0,13,190.0
8204,treatment,47.83,14,149.3
8205,treatment,243.9,1,97.2
8206,treatment,71.93,2,64.0
8207,treatment,211.33,3,276.1
8208,treatment,46.8,4,33.6
8209,treatment,87.47,5,159.3
8210,treatment,122.74,6,108.6
8211,treatment,28.29,7,259.2
8212,treatment,151.26,8,161.2
8213,treatment,126.95,9,288.6
8214,treatment,33.71,10,131.2
8215,treatment,0,11,43.8
8216,treatment,118.39,12,236.4
8217,treatment,11.39,13,193.0
8218,treatment,236.82,14,211.9
8219,treatment,175.49,1,174.1
8220,treatment,117.48,2,178.4
8221,treatment,15.27,3,212.9
8222,treatment,226.47,4,265.9
8223,treatment,46.33,5,227.6
8224,treatment,64.11,6,39.5
8225,treatment,36.17,7,168.0
8226,treatment,165.75,8,118.2
8227,treatment,19.44,9,288.1
8228,treatment,47.29,10,68.9
8229,treatment,60.48,11,189.0
8230,treatment,204.92,12,200.4
8231,treatment,50.09,13,185.4
8232,treatment,71.48,14,261.6
8233,treatment,0,1,98.1
8234,treatment,28.37,2,267.8
8235,treatment,0,3,133.0
8236,treatment,60.42,4,164.3
8237,treatment,161.22,5,153.6
8238,treatment,0,6,84.0
8239,treatment,117.61,7,174.0
8240,treatment,87.09,8,197.8
8241,treatment,194.1,9,252.9
8242,treatment,108.13,10,150.7
8243,treatment,114.13,11,173.0
8244,treatment,156.68,12,199.7
8245,treatment,185.07,13,192.4
8246,treatment,54.01,14,229.6
8247,treatment,187.8,1,264.2
8248,treatment,25.07,2,272.9
8249,treatment,149.88,3,257.1
8250,treatment,126.65,4,129.3
8251,treatment,72.06,5,226.3
8252,treatment,49.36,6,187.4
8253,treatment,199.62,7,150.9
8254,treatment,76.2,8,218.0
8255,treatment,0,9,101.5
8256,treatment,80.04,10,262.7
8257,treatment,168.03,11,199.0
8258,treatment,26.97,12,258.9
8259,treatment,216.94,13,221.6
8260,treatment,0,14,145.3
8261,treatment,159.57,1,71.0
8262,treatment,14.6,2,215.2
8263,treatment,0,3,230.9
8264,treatment,0,4,179.4
8265,treatment,206.11,5,177.9
8266,treatment,31.06,6,234.8
8267,treatment,45.3,7,187.4
8268,treatment,71.61,8,168.4
8269,treatment,182.7,9,25.6
8270,treatment,42.2,10,230.6
8271,treatment,224.38,11,149.1
8272,treatment,31.08,12,287.5
8273,treatment,85.13,13,156.0
8274,treatment,9.29,14,173.4
8275,treatment,196.4,1,154.4
8276,treatment,268.63,2,249.5
8277,treatment,45.84,3,163.6
8278,treatment,117.01,4,211.5
8279,treatment,32.02,5,88.3
8280,treatment,150.57,6,175.2
8281,treatment,171.0,7,240.5
8282,treatment,16.36,8,220.5
8283,treatment,172.6,9,194.9
8284,treatment,51.69,10,81.4
8285,treatment,0,11,151.2
8286,treatment,79.22,12,127.7
8287,treatment,0,13,233.9
8288,treatment,137.71,14,143.2
8289,treatment,108.37,1,135.0
8290,treatment,132.36,2,51.4
8291,treatment,145.41,3,211.2
8292,treatment,160.32,4,220.8
8293,treatment,58.36,5,131.7
8294,treatment,170.65,6,135.6
8295,treatment,174.33,7,197.8
8296,treatment,152.16,8,94.1
8297,treatment,19.58,9,133.9
8298,treatment,125.97,10,264.9
8299,treatment,24.09,11,122.3
8300,treatment,11.07,12,155.0
8301,treatment,47.36,13,169.4
8302,treatment,154.33,14,203.3
8303,treatment,0,1,159.2
8304,treatment,84.54,2,265.8
8305,treatment,58.96,3,191.4
8306,treatment,125.78,4,194.5
8307,treatment,7.56,5,251.8
8308,treatment,113.46,6,269.7
8309,treatment,6.43,7,193.4
8310,treatment,172.8,8,133.3
8311,treatment,181.7,9,186.7
8312,treatment,74.95,10,172.4
8313,treatment,191.97,11,174.8
8314,treatment,182.68,12,187.8
8315,treatment,0,13,277.5
8316,treatment,184.5,14,225.9
8317,treatment,89.77,1,196.7
8318,treatment,94.52,2,117.0
8319,treatment,196.12,3,236.9
8320,treatment,106.96,4,119.5
8321,treatment,61.06,5,107.4
8322,treatment,129.85,6,104.1
8323,treatment,57.58,7,247.1
8324,treatment,125.24,8,133.7
8325,treatment,9.88,9,117.0
8326,treatment,64.1,10,186.4
8327,treatment,17.28,11,304.7
8328,treatment,34.69,12,176.4
8329,treatment,119.81,13,235.5
8330,treatment,35.35,14,116.0
8331,treatment,0,1,168.0
8332,treatment,184.27,2,252.9
8333,treatment,246.43,3,250.9
8334,treatment,93.13,4,218.1
8335,treatment,91.46,5,207.2
8336,treatment,175.18,6,219.3
8337,treatment,70.42,7,225.0
8338,treatment,55.32,8,88.7
8339,treatment,47.64,9,181.1
8340,treatment,83.17,10,133.0
8341,treatment,127.74,11,88.7
8342,treatment,48.51,12,210.7
8343,treatment,42.34,13,202.4
8344,treatment,246.85,14,151.8
8345,treatment,253.88,1,203.8
8346,treatment,127.0,2,285.1
8347,treatment,148.42,3,294.2
8348,treatment,115.5,4,280.3
8349,treatment,82.75,5,109.3
8350,treatment,43.88,6,183.3
8351,treatment,108.42,7,188.5
8352,treatment,80.87,8,112.6
8353,treatment,118.42,9,255.6
8354,treatment,102.84,10,197.3
8355,treatment,250.51,11,73.7
8356,treatment,0,12,129.2
8357,treatment,38.1,13,164.9
8358,treatment,74.82,14,206.6
8359,treatment,157.94,1,315.9
8360,treatment,224.19,2,239.7
8361,treatment,284.6,3,189.5
8362,treatment,172.3,4,175.5
8363,treatment,105.66,5,224.7
8364,treatment,180.06,6,65.1
8365,treatment,133.05,7,190.9
8366,treatment,184.7,8,103.6
8367,treatment,0,9,259.8
8368,treatment,234.73,10,149.7
8369,treatment,0,11,280.3
8370,treatment,129.73,12,176.0
8371,treatment,239.8,13,160.7
8372,treatment,0,14,131.0
8373,treatment,72.46,1,265.7
8374,treatment,56.36,2,229.2
8375,treatment,197.54,3,236.6
8376,treatment,184.1,4,171.2
8377,treatment,223.11,5,181.7
8378,treatment,116.36,6,134.3
8379,treatment,215.76,7,158.0
8380,treatment,158.74,8,260.8
8381,treatment,0,9,192.3
8382,treatment,196.15,10,176.3
8383,treatment,74.74,11,136.2
8384,treatment,104.12,12,191.6
8385,treatment,63.38,13,115.1
8386,treatment,113.67,14,166.0
8387,treatment,68.17,1,174.3
8388,treatment,244.84,2,249.1
8389,treatment,136.46,3,271.6
8390,treatment,266.85,4,218.7
8391,treatment,20.27,5,194.8
8392,treatment,167.49,6,134.7
8393,treatment,109.72,7,123.9
8394,treatment,25.64,8,305.3
8395,treatment,139.81,9,270.3
8396,treatment,123.27,10,187.8
8397,treatment,135.65,11,104.7
8398,treatment,217.97,12,140.7
8399,treatment,153.37,13,375.8
8400,treatment,190.1,14,185.2
8401,treatment,67.46,1,156.9
8402,treatment,120.26,2,198.3
8403,treatment,92.52,3,178.0
8404,treatment,200.19,4,94.7
8405,treatment,114.97,5,132.4
8406,treatment,0,6,177.8
8407,treatment,103.34,7,160.2
8408,treatment,25.25,8,155.1
8409,treatment,160.7,9,204.1
8410,treatment,130.47,10,168.2
8411,treatment,26.52,11,186.7
8412,treatment,96.23,12,223.4
8413,treatment,197.74,13,231.1
8414,treatment,109.99,14,196.5
8415,treatment,235.5,1,198.7
8416,treatment,37.58,2,158.9
8417,treatment,46.73,3,159.9
8418,treatment,22.2,4,238.4
8419,treatment,8.26,5,96.5
8420,treatment,123.93,6,266.9
8421,treatment,14.83,7,75.8
8422,treatment,90.53,8,184.4
8423,treatment,66.83,9,226.4
8424,treatment,142.8,10,169.5
8425,treatment,210.01,11,164.4
8426,treatment,0,12,149.3
8427,treatment,142.45,13,122.0
8428,treatment,56.9,14,77.9
8429,treatment,39.94,1,181.1
8430,treatment,74.75,2,53.9
8431,treatment,0,3,173.4
8432,treatment,102.14,4,194.0
8433,treatment,90.02,5,31.7
8434,treatment,98.78,6,200.1
8435,treatment,303.76,7,259.1
8436,treatment,21.38,8,191.0
8437,treatment,55.21,9,140.6
8438,treatment,200.23,10,159.8
8439,treatment,64.36,11,243.0
8440,treatment,109.74,12,153.7
8441,treatment,165.5,13,171.8
8442,treatment,30.51,14,204.2
8443,treatment,174.91,1,166.3
8444,treatment,22.94,2,210.5
8445,treatment,54.68,3,174.0
8446,treatment,171.48,4,244.5
8447,treatment,247.1,5,110.3
8448,treatment,117.38,6,127.0
8449,treatment,53.88,7,162.1
8450,treatment,0,8,206.0
8451,treatment,50.1,9,315.2
8452,treatment,70.29,10,166.8
8453,treatment,186.38,11,309.3
8454,treatment,111.24,12,107.3
8455,treatment,125.63,13,304.7
8456,treatment,110.88,14,257.3
8457,treatment,28.25,1,152.0
8458,treatment,145.89,2,107.7
8459,treatment,0,3,146.3
8460,treatment,141.91,4,113.5
8461,treatment,43.74,5,92.7
8462,treatment,0,6,152.5
8463,treatment,239.76,7,157.8
8464,treatment,48.7,8,116.1
8465,treatment,166.82,9,139.0
8466,treatment,39.03,10,189.2
8467,treatment,0,11,163.0
8468,treatment,0,12,220.1
8469,treatment,137.02,13,178.0
8470,treatment,102.68,14,178.9
8471,treatment,49.69,1,97.0
8472,treatment,165.53,2,250.5
8473,treatment,74.01,3,193.5
8474,treatment,79.89,4,272.5
8475,treatment,147.92,5,255.2
8476,treatment,215.74,6,162.9
8477,treatment,80.86,7,144.9
8478,treatment,133.85,8,173.0
8479,treatment,203.59,9,126.2
8480,treatment,119.72,10,49.8
8481,treatment,45.79,11,123.1
8482,treatment,111.58,12,224.0
8483,treatment,0,13,170.7
8484,treatment,17.45,14,148.1
8485,treatment,0,1,200.3
8486,treatment,178.4,2,178.3
8487,treatment,69.75,3,197.7
8488,treatment,183.11,4,234.1
8489,treatment,119.49,5,227.6
8490,treatment,83.67,6,267.2
8491,treatment,3.3,7,209.1
8492,treatment,65.03,8,178.7
8493,treatment,99.28,9,157.9
8494,treatment,142.77,10,173.9
8495,treatment,95.1,11,131.1
8496,treatment,117.31,12,121.3
8497,treatment,113.68,13,215.0
8498,treatment,26.92,14,211.8
8499,treatment,72.42,1,265.6
8500,treatment,53.96,2,137.5
8501,treatment,178.51,3,166.0
8502,treatment,0,4,201.4
8503,treatment,118.83,5,216.5
8504,treatment,160.8,6,174.8
8505,treatment,206.55,7,96.1
8506,treatment,106.37,8,115.0
8507,treatment,0,9,93.9
8508,treatment,205.54,10,233.2
8509,treatment,41.79,11,140.8
8510,treatment,8.03,12,76.3
8511,treatment,96.32,13,147.6
8512,treatment,29.81,14,104.1
8513,treatment,128.65,1,135.2
8514,treatment,168.3,2,152.2
8515,treatment,40.64,3,145.1
8516,treatment,0,4,200.8
8517,treatment,208.92,5,169.7
8518,treatment,186.19,6,217.7
8519,treatment,5.1,7,298.5
8520,treatment,173.55,8,163.4
8521,treatment,83.11,9,207.4
8522,treatment,125.48,10,319.4
8523,treatment,145.76,11,206.4
8524,treatment,6.58,12,249.2
8525,treatment,147.11,13,237.5
8526,treatment,0,14,161.0
8527,treatment,135.38,1,237.5
8528,treatment,33.75,2,164.6
8529,treatment,293.05,3,247.0
8530,treatment,53.47,4,227.2
8531,treatment,161.16,5,222.0
8532,treatment,4.79,6,167.9
8533,treatment,0,7,51.7
8534,treatment,81.29,8,202.9
8535,treatment,50.07,9,215.7
8536,treatment,110.71,10,237.4
8537,treatment,27.72,11,237.9
8538,treatment,118.36,12,245.0
8539,treatment,37.06,13,365.5
8540,treatment,199.23,14,212.4
8541,treatment,187.46,1,106.1
8542,treatment,0,2,205.4
8543,treatment,155.64,3,170.6
8544,treatment,77.56,4,82.9
8545,treatment,30.22,5,188.4
8546,treatment,46.45,6,156.7
8547,treatment,83.3,7,147.6
8548,treatment,115.25,8,154.4
8549,treatment,223.61,9,187.8
8550,treatment,166.7,10,124.5
8551,treatment,257.71,11,187.5
8552,treatment,164.11,12,252.2
8553,treatment,49.8,13,204.9
8554,treatment,0,14,222.9
8555,treatment,77.91,1,109.6
8556,treatment,0,2,328.2
8557,treatment,0,3,203.3
8558,treatment,19.18,4,161.2
8559,treatment,154.93,5,197.2
8560,treatment,48.86,6,205.2
8561,treatment,32.16,7,133.2
8562,treatment,0,8,217.2
8563,treatment,14.65,9,146.1
8564,treatment,96.72,10,264.1
8565,treatment,1.31,11,183.9
8566,treatment,246.84,12,151.0
8567,treatment,72.78,13,189.8
8568,treatment,0,14,200.3
8569,treatment,77.86,1,121.3
8570,treatment,26.66,2,176.8
8571,treatment,52.5,3,225.8
8572,treatment,90.5,4,239.4
8573,treatment,109.31,5,198.0
8574,treatment,17.64,6,195.0
8575,treatment,229.01,7,153.4
8576,treatment,150.07,8,45.9
8577,treatment,68.95,9,173.6
8578,treatment,50.02,10,188.1
8579,treatment,3.76,11,89.3
8580,treatment,41.73,12,179.6
8581,treatment,166.04,13,148.7
8582,treatment,0,14,54.2
8583,treatment,0,1,108.3
8584,treatment,157.99,2,160.1
8585,treatment,109.42,3,130.5
8586,treatment,78.47,4,189.6
8587,treatment,0,5,188.2
8588,treatment,267.71,6,232.0
8589,treatment,40.97,7,227.7
8590,treatment,52.04,8,150.3
8591,treatment,129.45,9,147.8
8592,treatment,205.98,10,68.4
8593,treatment,40.55,11,269.9
8594,treatment,90.39,12,173.8
8595,treatment,153.05,13,234.3
8596,treatment,70.38,14,151.5
8597,treatment,133.53,1,24.6
8598,treatment,101.27,2,223.5
8599,treatment,90.89,3,173.7
8600,treatment,125.39,4,234.3
8601,treatment,140.93,5,97.8
8602,treatment,46.41,6,227.9
8603,treatment,0,7,199.9
8604,treatment,157.7,8,96.1
8605,treatment,63.6,9,211.8
8606,treatment,300.48,10,119.9
8607,treatment,228.84,11,223.7
8608,treatment,189.28,12,256.0
8609,treatment,80.66,13,154.8
8610,treatment,0,14,132.1
8611,treatment,0,1,207.1
8612,treatment,162.35,2,40.4
8613,treatment,80.36,3,216.9
8614,treatment,229.89,4,184.3
8615,treatment,64.81,5,135.0
8616,treatment,181.22,6,74.9
8617,treatment,46.94,7,241.5
8618,treatment,184.79,8,88.5
8619,treatment,62.07,9,168.0
8620,treatment,82.99,10,169.7
8621,treatment,264.86,11,118.7
8622,treatment,0,12,168.2
8623,treatment,52.45,13,153.5
8624,treatment,23.9,14,202.2
8625,treatment,199.51,1,206.5
8626,treatment,67.88,2,104.3
8627,treatment,193.89,3,342.2
8628,treatment,207.01,4,154.0
8629,treatment,241.91,5,210.3
8630,treatment,145.24,6,133.0
8631,treatment,168.83,7,119.3
8632,treatment,60.15,8,170.8
8633,treatment,158.15,9,129.4
8634,treatment,147.86,10,152.0
8635,treatment,190.64,11,295.5
8636,treatment,42.41,12,88.5
8637,treatment,198.92,13,146.8
8638,treatment,176.45,14,180.8
8639,treatment,97.85,1,167.9
8640,treatment,57.7,2,263.8
8641,treatment,333.45,3,128.2
8642,treatment,86.78,4,227.9
8643,treatment,160.77,5,221.0
8644,treatment,0,6,108.5
8645,treatment,69.62,7,191.5
8646,treatment,0,8,343.6
8647,treatment,7.75,9,170.8
8648,treatment,2.06,10,190.4
8649,treatment,120.91,11,169.3
8650,treatment,191.56,12,197.5
8651,treatment,108.61,13,78.6
8652,treatment,75.46,14,204.3
8653,treatment,54.44,1,304.1
8654,treatment,59.71,2,279.7
8655,treatment,222.63,3,222.8
8656,treatment,0,4,196.2
8657,treatment,137.27,5,118.4
8658,treatment,0,6,142.6
8659,treatment,32.09,7,142.3
8660,treatment,32.84,8,250.7
8661,treatment,115.87,9,51.0
8662,treatment,0,10,175.4
8663,treatment,91.64,11,179.8
8664,treatment,141.78,12,178.5
8665,treatment,155.59,13,229.2
8666,treatment,104.15,14,233.9
8667,treatment,93.01,1,55.4
8668,treatment,69.6,2,275.3
8669,treatment,114.46,3,233.7
8670,treatment,97.78,4,86.0
8671,treatment,22.78,5,137.1
8672,treatment,71.72,6,179.7
8673,treatment,46.78,7,301.5
8674,treatment,131.82,8,297.9
8675,treatment,75.25,9,83.0
8676,treatment,123.08,10,220.2
8677,treatment,122.92,11,226.7
8678,treatment,111.19,12,217.3
8679,treatment,0,13,211.9
8680,treatment,130.78,14,79.0
8681,treatment,53.71,1,273.2
8682,treatment,66.5,2,169.9
8683,treatment,247.1,3,107.5
8684,treatment,31.91,4,171.6
8685,treatment,0,5,198.1
8686,treatment,152.02,6,189.3
8687,treatment,42.26,7,171.5
8688,treatment,0,8,167.5
8689,treatment,77.84,9,173.3
8690,treatment,242.73,10,199.0
8691,treatment,87.54,11,105.1
8692,treatment,0,12,170.7
8693,treatment,91.32,13,269.2
8694,treatment,73.61,14,222.0
8695,treatment,108.2,1,128.4
8696,treatment,183.6,2,154.0
8697,treatment,157.77,3,169.0
8698,treatment,33.2,4,195.1
8699,treatment,115.85,5,165.8
8700,treatment,190.57,6,191.4
8701,treatment,102.97,7,133.8
8702,treatment,28.68,8,225.3
8703,treatment,130.95,9,235.1
8704,treatment,76.11,10,93.3
8705,treatment,196.0,11,128.1
8706,treatment,0,12,107.9
8707,treatment,118.04,13,129.9
8708,treatment,120.8,14,140.2
8709,treatment,27.36,1,26.1
8710,treatment,76.41,2,112.7
8711,treatment,157.6,3,316.1
8712,treatment,339.88,4,118.8
8713,treatment,194.71,5,245.7
8714,treatment,39.63,6,206.9
8715,treatment,25.37,7,206.6
8716,treatment,0,8,151.9
8717,treatment,132.64,9,271.6
8718,treatment,0,10,67.4
8719,treatment,197.69,11,184.9
8720,treatment,143.74,12,185.9
8721,treatment,164.35,13,208.4
8722,treatment,153.25,14,92.6
8723,treatment,186.7,1,196.9
8724,treatment,192.25,2,270.5
8725,treatment,70.9,3,184.9
8726,treatment,142.07,4,162.4
8727,treatment,55.49,5,190.4
8728,treatment,174.58,6,268.2
8729,treatment,220.39,7,132.3
8730,treatment,0,8,206.3
8731,treatment,75.29,9,82.7
8732,treatment,177.25,10,200.4
8733,treatment,232.39,11,258.2
8734,treatment,74.22,12,262.8
8735,treatment,219.74,13,185.7
8736,treatment,64.88,14,197.8
8737,treatment,250.7,1,227.9
8738,treatment,276.37,2,169.9
8739,treatment,101.23,3,132.3
8740,treatment,115.55,4,101.0
8741,treatment,52.05,5,153.0
8742,treatment,218.15,6,196.3
8743,treatment,166.52,7,262.4
8744,treatment,37.01,8,250.4
8745,treatment,218.82,9,161.5
8746,treatment,2.14,10,258.1
8747,treatment,98.86,11,202.1
8748,treatment,209.89,12,120.8
8749,treatment,0,13,310.3
8750,treatment,234.48,14,202.0
8751,treatment,0,1,154.2
8752,treatment,164.8,2,217.9
8753,treatment,96.77,3,160.7
8754,treatment,167.82,4,138.4
8755,treatment,186.72,5,202.1
8756,treatment,95.3,6,173.9
8757,treatment,212.24,7,268.0
8758,treatment,140.23,8,155.4
8759,treatment,27.47,9,209.0
8760,treatment,107.41,10,196.7
8761,treatment,38.22,11,133.7
8762,treatment,21.86,12,145.8
8763,treatment,123.76,13,200.3
8764,treatment,132.38,14,316.7
8765,treatment,159.07,1,164.4
8766,treatment,120.27,2,218.5
8767,treatment,29.69,3,176.3
8768,treatment,58.37,4,144.3
8769,treatment,11.05,5,196.1
8770,treatment,6.62,6,277.7
8771,treatment,82.17,7,136.7
8772,treatment,24.6,8,257.8
8773,treatment,128.58,9,175.7
8774,treatment,249.39,10,231.2
8775,treatment,170.98,11,135.0
8776,treatment,88.3,12,173.0
8777,treatment,94.79,13,152.2
8778,treatment,98.1,14,47.5
8779,treatment,32.32,1,118.2
8780,treatment,226.84,2,213.4
8781,treatment,0,3,153.2
8782,treatment,108.51,4,144.4
8783,treatment,163.3,5,163.5
8784,treatment,159.63,6,201.4
8785,treatment,24.25,7,103.3
8786,treatment,206.3,8,227.0
8787,treatment,61.68,9,171.9
8788,treatment,182.51,10,230.5
8789,treatment,168.69,11,74.5
8790,treatment,142.54,12,193.7
8791,treatment,0,13,178.9
8792,treatment,177.67,14,220.3
8793,treatment,44.82,1,183.5
8794,treatment,77.44,2,195.3
8795,treatment,157.53,3,83.8
8796,treatment,129.8,4,31.7
8797,treatment,77.12,5,155.2
8798,treatment,117.65,6,167.1
8799,treatment,164.76,7,281.2
8800,treatment,133.42,8,232.7
8801,treatment,108.74,9,159.3
8802,treatment,0,10,56.9
8803,treatment,69.8,11,191.3
8804,treatment,114.56,12,214.0
8805,treatment,162.53,13,166.0
8806,treatment,184.98,14,212.3
8807,treatment,78.36,1,117.5
8808,treatment,29.61,2,58.6
8809,treatment,176.45,3,135.7
8810,treatment,97.35,4,145.3
8811,treatment,79.33,5,187.6
8812,treatment,138.1,6,155.3
8813,treatment,0,7,132.2
8814,treatment,151.06,8,40.4
8815,treatment,106.82,9,112.8
8816,treatment,89.27,10,84.6
8817,treatment,60.22,11,181.3
8818,treatment,11.57,12,162.7
8819,treatment,178.38,13,227.1
8820,treatment,76.61,14,250.7
8821,treatment,123.05,1,213.8
8822,treatment,118.93,2,226.5
8823,treatment,136.83,3,241.0
8824,treatment,162.01,4,216.4
8825,treatment,167.27,5,115.6
8826,treatment,330.73,6,205.4
8827,treatment,0,7,226.2
8828,treatment,114.33,8,253.0
8829,treatment,173.96,9,163.6
8830,treatment,144.24,10,267.5
8831,treatment,156.04,11,31.1
8832,treatment,175.25,12,231.1
8833,treatment,0,13,210.2
8834,treatment,200.64,14,209.4
8835,treatment,95.24,1,106.4
8836,treatment,179.88,2,260.4
8837,treatment,141.9,3,237.8
8838,treatment,62.86,4,166.4
8839,treatment,80.28,5,233.6
8840,treatment,115.7,6,145.3
8841,treatment,169.12,7,276.1
8842,treatment,241.89,8,194.7
8843,treatment,70.94,9,173.8
8844,treatment,72.48,10,95.5
8845,treatment,72.37,11,344.8
8846,treatment,227.03,12,231.9
8847,treatment,120.28,13,92.8
8848,treatment,103.73,14,193.1
8849,treatment,132.0,1,165.9
8850,treatment,177.29,2,255.3
8851,treatment,182.72,3,189.2
8852,treatment,60.43,4,175.9
8853,treatment,146.75,5,186.3
8854,treatment,129.87,6,204.8
8855,treatment,69.37,7,198.4
8856,treatment,220.57,8,266.4
8857,treatment,129.79,9,117.0
8858,treatment,233.32,10,106.5
8859,treatment,96.93,11,129.9
8860,treatment,158.36,12,209.9
8861,treatment,51.47,13,103.7
8862,treatment,191.49,14,314.6
8863,treatment,209.19,1,192.8
8864,treatment,0,2,165.5
8865,treatment,0,3,188.0
8866,treatment,148.39,4,194.6
8867,treatment,87.94,5,152.9
8868,treatment,120.51,6,272.8
8869,treatment,16.73,7,216.3
8870,treatment,97.84,8,191.0
8871,treatment,0,9,275.9
8872,treatment,57.77,10,243.1
